2021-02-21 09:51:41 ; 16,4659
2021-02-21 09:52:09 ; 16,4576
2021-02-21 09:52:52 ; 16,6841
2021-02-21 09:53:31 ; 16,5978
2021-02-21 09:53:36 ; 16,0143
2021-02-21 09:53:53 ; 17,3704
2021-02-21 09:53:55 ; 18,4845
2021-02-21 09:54:08 ; 18,0390
2021-02-21 09:59:52 ; 16,8408
2021-02-21 10:00:23 ; 15,5430
2021-02-21 10:01:47 ; 15,4623
2021-02-21 10:02:35 ; 16,1996
2021-02-21 10:02:43 ; 16,1539
2021-02-21 10:03:05 ; 15,7737
2021-02-21 10:03:37 ; 15,9386
2021-02-21 10:03:44 ; 15,1758
2021-02-21 10:05:41 ; 16,2016
2021-02-21 10:06:50 ; 15,6904
2021-02-21 10:07:14 ; 15,7968
2021-02-21 10:08:32 ; 16,6245
2021-02-21 10:09:42 ; 15,5527
2021-02-21 10:10:45 ; 16,0990
2021-02-21 10:11:06 ; 17,2443
2021-02-21 10:11:59 ; 16,2946
2021-02-21 10:13:02 ; 16,3267
2021-02-21 10:13:38 ; 18,0956
2021-02-21 10:14:12 ; 15,1212
2021-02-21 10:14:26 ; 15,5524
2021-02-21 10:14:55 ; 15,4865
2021-02-21 10:15:21 ; 15,7316
2021-02-21 10:15:21 ; 15,2888
2021-02-21 10:17:25 ; 15,1992
2021-02-21 10:17:49 ; 18,9602
2021-02-21 10:18:12 ; 15,2903
2021-02-21 10:21:04 ; 15,7671
2021-02-21 10:21:07 ; 15,4868
2021-02-21 10:21:26 ; 15,5454
2021-02-21 10:22:04 ; 16,2914
2021-02-21 10:22:43 ; 15,6688
2021-02-21 10:23:24 ; 15,9771
2021-02-21 10:24:27 ; 16,1853
2021-02-21 10:24:40 ; 15,3022
2021-02-21 10:26:28 ; 16,0890
2021-02-21 10:26:28 ; 15,2415
2021-02-21 10:26:48 ; 15,1773
2021-02-21 10:26:52 ; 16,7565
2021-02-21 10:26:56 ; 15,5941
2021-02-21 10:27:14 ; 18,4606
2021-02-21 10:29:43 ; 15,1038
2021-02-21 10:30:32 ; 15,3190
2021-02-21 10:32:32 ; 15,8171
2021-02-21 10:32:43 ; 16,1391
2021-02-21 10:33:21 ; 15,5989
2021-02-21 10:33:24 ; 15,6917
2021-02-21 10:34:17 ; 15,3333
2021-02-21 10:37:12 ; 15,9335
2021-02-21 10:39:19 ; 15,4729
2021-02-21 10:39:58 ; 15,3742
2021-02-21 10:42:09 ; 15,7080
2021-02-21 10:42:21 ; 15,7650
2021-02-21 10:42:29 ; 16,1724
2021-02-21 10:42:50 ; 15,8493
2021-02-21 10:42:52 ; 16,2075
2021-02-21 10:43:05 ; 15,2600
2021-02-21 10:43:19 ; 15,2341
2021-02-21 10:44:52 ; 16,1196
2021-02-21 10:45:51 ; 15,9421
2021-02-21 10:45:56 ; 16,7309
2021-02-21 10:46:38 ; 15,1923
2021-02-21 10:47:26 ; 15,1729
2021-02-21 10:47:51 ; 15,5188
2021-02-21 10:48:01 ; 16,2628
2021-02-21 10:48:02 ; 16,1690
2021-02-21 10:48:03 ; 15,1035
2021-02-21 10:48:18 ; 18,1178
